"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"プリミエラムール","2016-03-15 00:00:00","ダンカーク","ユメノオーラ","マイネルラヴ","レッダンゴールド","牝","芦毛　","初恋（仏）。初恋の如く一生涯忘れられない馬となることを願って","ライオンレースホース(株)","田島俊明(美浦)","田中スタッド","浦河町"
"サンタンデール","2016-04-13 00:00:00","ローズキングダム","コウユーノミチ","キングヘイロー","オフトメロディ","牝","鹿毛　","チューリップの品種の一つ","小田吉男","岩戸孝樹(美浦)","長田ファーム","日高町"
"ナムラピアス","2016-05-07 00:00:00","アポロキングダム","ソアリングピアス","エルコンドルパサー","エアウイングス","牝","黒鹿毛","冠名＋耳の穴に通す装身具。母名の一部","奈村睦弘","稲垣幸雄(美浦)","林時春","様似町"
"ユニバーサルレディ","2016-03-21 00:00:00","ロジユニヴァース","コニャックレディ","Olympio","Carmanetta","牝","鹿毛　","父名より＋母名の一部","沖田正憲","萱野浩二(美浦)","沖田牧場","日高町"
"ルチアーナミノル","2016-04-09 00:00:00","ルーラーシップ","シーザバッドガール","Giant's Causeway","Adversity","牝","鹿毛　","イタリア語で光に由来する女性名＋冠名","吉岡實","本田優(栗東)","ノーザンファーム","安平町"
"レディードリー","2016-02-18 00:00:00","キンシャサノキセキ","スリリングヴィクトリー","Event of the Year","Golden Shadows","牝","青鹿毛","淑女＋人名より","小林博雄","深山雅史(美浦)","秋田牧場","新冠町"
"ナーゲルリング","2016-04-06 00:00:00","レッドスパーダ","トシザコジーン","アドマイヤコジーン","トシメロディー","牝","黒鹿毛","中世ドイツのディートリヒ伝説に登場する英雄の剣の名前","(有)ビッグレッドファーム","天間昭一(美浦)","浦河小林牧場","浦河町"
"マーマレードガール","2016-04-18 00:00:00","タイキシャトル","ミスマーマレード","ダンスインザダーク","バッフドオレンジ","牝","黒鹿毛","母名の一部＋女の子","(有)ビッグレッドファーム","高橋祥泰(美浦)","滝本健二","日高町"
"シトラスノキセキ","2016-03-19 00:00:00","ワークフォース","シャイニンググラス","サンデーサイレンス","シャイニンレーサー","牝","鹿毛　","ネーブルオレンジより＋奇跡","加藤正二郎","加藤征弘(美浦)","社台ファーム","千歳市"
"レノーア","2016-01-31 00:00:00","スクリーンヒーロー","レッドターキー","トワイニング","レッドレターデイ","牝","栗毛　","「光」の意味を持つ人名より","畑佐博","相沢郁(美浦)","神垣道弘","新ひだか町"
"ロカマドール","2016-03-01 00:00:00","ロードカナロア","モエレフルール","ゴールドヘイロー","ドクターノーヴァ","牝","鹿毛　","フランスの小さな町の名前","中村祐子","尾形和幸(美浦)","三石橋本牧場","新ひだか町"
"スイープセレリタス","2016-06-05 00:00:00","ハーツクライ","スイープトウショウ","エンドスウィープ","タバサトウショウ","牝","黒鹿毛","母名の一部＋速さ（ラテン語）","(有)シルクレーシング","藤沢和雄(美浦)","ノーザンファーム","安平町"
"チビラーサン","2016-03-17 00:00:00","ケープブランコ","サウンドオブハート","アグネスタキオン","シンメイミネルバ","牝","栗毛　","きびきびとした、かっこいい（沖縄方言）","瀬谷隆雄","中舘英二(美浦)","タイヘイ牧場","新ひだか町"
"ココフィーユ","2016-02-02 00:00:00","ロードカナロア","ブルーミングスノー","サンデーサイレンス","タヤスブルーム","牝","鹿毛　","人名より＋娘（仏）","(株)スリーエイチレーシング","斎藤誠(美浦)","社台ファーム","千歳市"
"マスラオ","2014-05-10 00:00:00","ブレイクランアウト","マコトエンエン","サンデーサイレンス","ケアフルタイミング","せん","栗毛　","益荒男、立派な男","(株)Ｇリビエール・レーシング","金成貴史(美浦)","白井牧場","日高町"
"サンデームーティエ","2014-04-10 00:00:00","タニノギムレット","ミサトペニー","オペラハウス","ペニーアップ","せん","栗毛　","近親馬サンデーサイレンスより＋名馬ムーティエ（本馬の特徴より）","戸部政彦","稲垣幸雄(美浦)","真歌伊藤牧場","新ひだか町"
"ヒメタチバナ","2013-04-03 00:00:00","ナカヤマフェスタ","ルージュマジック","アフリート","シジェームサン","牝","黒鹿毛","姫＋右近橘より","岡田勇","土田稔(美浦)","千代田牧場","新ひだか町"
"サトノオンリーワン","2015-01-11 00:00:00","ディープインパクト","クリームオンリー","Exchange Rate","Raspberry Eggcream","牡","芦毛　","冠名＋唯一の。母名より連想","里見治紀","堀宣行(美浦)","（有）社台コーポレーション白老ファーム","白老町"
"プレシャスブルー","2014-02-24 00:00:00","ディープインパクト","オンワードミシェル","アンバーシヤダイ","オンワードウッド","牡","鹿毛　","美しい青色","石瀬浩三","相沢郁(美浦)","石郷岡雅樹","新冠町"
"スプマンテ","2014-02-12 00:00:00","ステイゴールド","タイキオードリー","キングカメハメハ","エスカニア","牡","青鹿毛","イタリアワインの種類の一つ","石川達絵","池江泰寿(栗東)","下河辺牧場","日高町"
"パルクデラモール","2015-02-02 00:00:00","ディープインパクト","レディシャツィ","Privately Held","Shatzi","牝","鹿毛　","ペルーのリマにある公園","(株)Ｇ１レーシング","鹿戸雄一(美浦)","（有）社台コーポレーション白老ファーム","白老町"
"ルヴォワール","2014-01-22 00:00:00","ハーツクライ","リュヌドール","Green Tune","Luth D'Or","牝","青鹿毛","再会（仏）。父と母が運命の再会を果たして生まれたことより","(有)キャロットファーム","手塚貴久(美浦)","ノーザンファーム","安平町"
"ピッツバーグ","2013-02-11 00:00:00","ダノンシャンティ","メジロフランシス","カーネギー","メジロモントレー","せん","鹿毛　","アメリカの地名","(株)ラ・メール","田村康仁(美浦)","戸川牧場","日高町"
"ナムラドノヴァン","2015-04-03 00:00:00","ディープブリランテ","パンカティリオ","Kingmambo","Punctilious","牡","鹿毛　","冠名＋人名より","奈村信重","杉山晴紀(栗東)","いとう牧場","日高町"
"マイネルメリエンダ","2011-04-06 00:00:00","チーフベアハート","ホッカイショコラ","スペシャルウィーク","ホッカイテースト","牡","栗毛　","冠名＋おやつ（西）","(株)サラブレッドクラブ・ラフィアン","和田正一郎(美浦)","高橋幸男","平取町"
"エスターテ","2015-03-09 00:00:00","ベーカバド","トウカイメガミ","サンデーサイレンス","トウカイテネシー","牝","鹿毛　","夏（伊）","グリーンスウォード","伊藤伸一(美浦)","長浜牧場","新冠町"
"コスモイグナーツ","2015-02-24 00:00:00","エイシンフラッシュ","ナパ","スペシャルウィーク","ラヴァーズチェイス","牡","青鹿毛","冠名＋燃えるように輝くの意味を持つドイツの人名より","(有)ビッグレッドファーム","高橋祥泰(美浦)","高村牧場","浦河町"
"ボーダーオブライフ","2014-02-08 00:00:00","キンシャサノキセキ","サクラサク2","デインヒル","サクラフブキ","牡","鹿毛　","生死の境目","(株)レッドマジック","金成貴史(美浦)","社台ファーム","千歳市"
"ペルソナリテ","2013-03-14 00:00:00","ステイゴールド","マイネアルデュール","アドマイヤコジーン","コスモハーティネス","牝","鹿毛　","個性（仏）","(株)サラブレッドクラブ・ラフィアン","相沢郁(美浦)","ビッグレッドファーム","新冠町"
"キロハナ","2012-05-19 00:00:00","ディープインパクト","ハウオリ","キングカメハメハ","ノースフライト","牡","鹿毛　","ベストな、最高の（ハワイ語）","金子真人ホールディングス(株)","池江泰寿(栗東)","社台ファーム","千歳市"
"リカビトス","2014-05-10 00:00:00","ディープブリランテ","エンシェントヒル","エンドスウィープ","アズテックヒル","牝","鹿毛　","アテネ市街地で最も標高が高い丘。母名より連想","(有)キャロットファーム","奥村武(美浦)","ノーザンファーム","安平町"
"エントシャイデン","2015-04-21 00:00:00","ディープインパクト","ルシュクル","サクラバクシンオー","アジアンミーティア","牡","芦毛　","決然と（独）","前田幸治","矢作芳人(栗東)","(株)ノースヒルズ","新冠町"
"コスモロブロイ","2015-03-18 00:00:00","ゼンノロブロイ","ヴィクトリアルイゼ","シンボリクリスエス","アタラマ","牡","青鹿毛","冠名＋父名の一部","岡田繁幸","伊藤伸一(美浦)","富本茂喜","新冠町"
"グラスブルース","2014-03-30 00:00:00","シンボリクリスエス","グラスブロード","Fusaichi Pegasus","Magic Broad","牡","鹿毛　","冠名＋ブルース（音楽の一種）","半沢(有)","牧光二(美浦)","静内フジカワ牧場","新ひだか町"
"ウインポプリ","2014-04-11 00:00:00","アイルハヴアナザー","アルカネット","ダンスインザダーク","パーフェクション","牝","鹿毛　","冠名＋ポプリ","(株)ウイン","松山将樹(美浦)","コスモヴューファーム","新冠町"
"セガールモチンモク","2014-05-10 00:00:00","アポロキングダム","モットヒカリヲ","アフリート","メロンパン","せん","栗毛　","セガール（人名より）も沈黙","小田切有一","粕谷昌央(美浦)","木村牧場","浦河町"
"ダイワインパルス","2012-03-06 00:00:00","ヴァーミリアン","プロテクトジアース","アフリート","ロジカルクィーン","牡","鹿毛　","冠名＋刺激","大城敬三","宗像義忠(美浦)","千代田牧場","新ひだか町"
"クレディブル","2015-03-08 00:00:00","スズカマンボ","ホワイトクルーザー","クロフネ","ホワイトカーニバル","牡","芦毛　","信頼できる","清水二朗","萩原清(美浦)","グランド牧場","新ひだか町"
"キングスヴァリュー","2015-01-30 00:00:00","キングカメハメハ","アートプリンセス","Officer","Rhumb Line","せん","栗毛　","父名より＋真価","(有)シルクレーシング","国枝栄(美浦)","ノーザンファーム","安平町"
"レッドエレノア","2014-05-08 00:00:00","ハーツクライ","サビアーレ","Capote","Sakura Fabulous","牝","青鹿毛","冠名＋「光」の意味を持つ女性名より。光照らされる輝かしい未来を","(株)東京ホースレーシング","黒岩陽一(美浦)","矢野牧場","新ひだか町"
"フクノグリュック","2012-03-27 00:00:00","ダンスインザダーク","チヨノビンコ","フレンチデピュティ","パルブライト","牡","鹿毛　","冠名＋運、つき（独）","福島祐子","杉浦宏昭(美浦)","(有)ケイズ","日高町"
"ナムラシンウチ","2014-04-19 00:00:00","ゼンノロブロイ","ナムラシゲコ","エンドスウィープ","ケイジヨイナー","牡","鹿毛　","冠名＋真打ち（最高の力量を持った人物）","奈村信重","杉山晴紀(栗東)","いとう牧場","日高町"
